Ticker,Date,Open,High,Low,Close,Adj Close,Volume
INR=X,2013-01-01,54.99300003051758,54.99300003051758,54.667999267578125,54.99300003051758,54.99300003051758,0.0
JPY=X,2013-01-01,86.64199829101562,86.75,86.63999938964844,86.72000122070312,86.72000122070312,0.0
EUR=X,2013-01-01,0.7574999928474426,0.7578099966049194,0.7562000155448914,0.7574999928474426,0.7574999928474426,0.0
GBP=X,2013-01-01,0.6158999800682068,0.6159999966621399,0.6126700043678284,0.6158999800682068,0.6158999800682068,0.0
AUD=X,2013-01-01,0.9626500010490416,0.9627400040626526,0.9574000239372252,0.9616299867630004,0.9616299867630004,0.0
CAD=X,2013-01-01,0.9939000010490416,0.994700014591217,0.9919999837875366,0.9919999837875366,0.9919999837875366,0.0
CHF=X,2013-01-01,0.9146000146865844,0.9215999841690063,0.9144999980926514,0.9146000146865844,0.9146000146865844,0.0
CNY=X,2013-01-01,6.230599880218506,6.237800121307373,6.220300197601318,6.230599880218506,6.230599880218506,0.0
HKD=X,2013-01-01,7.750500202178955,7.750500202178955,7.749800205230713,7.749800205230713,7.749800205230713,0.0
SGD=X,2013-01-01,1.2207000255584717,1.220900058746338,1.2206000089645386,1.2207000255584717,1.2207000255584717,0.0
INR=X,2013-01-02,54.680999755859375,54.680999755859375,54.09999847412109,54.678001403808594,54.678001403808594,0.0
JPY=X,2013-01-02,86.61000061035156,87.30000305175781,86.53199768066406,86.5999984741211,86.5999984741211,0.0
EUR=X,2013-01-02,0.7577000260353088,0.7578999996185303,0.751990020275116,0.7577000260353088,0.7577000260353088,0.0
GBP=X,2013-01-02,0.6154999732971191,0.6155999898910522,0.6103500127792358,0.6154999732971191,0.6154999732971191,0.0
AUD=X,2013-01-02,0.9621899724006652,0.9621999859809875,0.950119972229004,0.9623100161552428,0.9623100161552428,0.0
CAD=X,2013-01-02,0.9940000176429749,0.9940000176429749,0.9836000204086304,0.9939000010490416,0.9939000010490416,0.0
CHF=X,2013-01-02,0.9153000116348268,0.9154000282287598,0.907829999923706,0.915499985218048,0.915499985218048,0.0
CNY=X,2013-01-02,6.237599849700928,6.237599849700928,6.220300197601318,6.237599849700928,6.237599849700928,0.0
HKD=X,2013-01-02,7.751100063323975,7.751900196075439,7.750199794769287,7.751100063323975,7.751100063323975,0.0
SGD=X,2013-01-02,1.221500039100647,1.2219300270080566,1.219499945640564,1.2213000059127808,1.2213000059127808,0.0
INR=X,2013-01-03,54.34799957275391,54.59000015258789,54.150001525878906,54.34799957275391,54.34799957275391,0.0
JPY=X,2013-01-03,87.2509994506836,87.302001953125,86.77300262451172,87.2750015258789,87.2750015258789,0.0
EUR=X,2013-01-03,0.7584999799728394,0.7639999985694885,0.7581999897956848,0.7585999965667725,0.7585999965667725,0.0
GBP=X,2013-01-03,0.6152999997138977,0.619159996509552,0.6151999831199646,0.6152899861335754,0.6152899861335754,0.0
AUD=X,2013-01-03,0.9530100226402284,0.9544399976730348,0.9498599767684937,0.9530199766159058,0.9530199766159058,0.0
CAD=X,2013-01-03,0.9855999946594238,0.9868000149726868,0.9843000173568726,0.9855999946594238,0.9855999946594238,0.0
CHF=X,2013-01-03,0.9178100228309632,0.9239000082015992,0.9174000024795532,0.9177799820899964,0.9177799820899964,0.0
CNY=X,2013-01-03,6.233200073242188,6.236299991607666,6.220300197601318,6.233200073242188,6.233200073242188,0.0
HKD=X,2013-01-03,7.750609874725342,7.751900196075439,7.75039005279541,7.750589847564697,7.750589847564697,0.0
SGD=X,2013-01-03,1.220960021018982,1.2232600450515747,1.2207000255584717,1.220960021018982,1.220960021018982,0.0
INR=X,2013-01-04,54.45299911499024,55.178001403808594,54.35300064086914,54.49800109863281,54.49800109863281,0.0
JPY=X,2013-01-04,87.7040023803711,88.38099670410156,87.55699920654297,87.73999786376953,87.73999786376953,0.0
EUR=X,2013-01-04,0.7674000263214111,0.7692000269889832,0.7654740214347839,0.767300009727478,0.767300009727478,0.0
GBP=X,2013-01-04,0.621969997882843,0.6244000196456909,0.6215000152587891,0.6218000054359436,0.6218000054359436,0.0
AUD=X,2013-01-04,0.956849992275238,0.9618300199508668,0.9553800225257874,0.956659972667694,0.956659972667694,0.0
CAD=X,2013-01-04,0.9884600043296814,0.9922099709510804,0.985069990158081,0.9883999824523926,0.9883999824523926,0.0
