Ticker,Date,Open,High,Low,Close,Adj Close,Volume,Return
AUD=X,2010-01-01,1.1131999492645264,1.113800048828125,1.1130000352859497,1.1130000352859497,1.1130000352859497,0.0,
AUD=X,2010-01-04,1.114300012588501,1.118299961090088,1.0942000150680542,1.095900058746338,1.095900058746338,0.0,-0.015363859836013849
AUD=X,2010-01-05,1.0954999923706057,1.0994999408721924,1.0901000499725342,1.0966999530792236,1.0966999530792236,0.0,0.0007298971530311782
AUD=X,2010-01-06,1.0966999530792236,1.098399996757507,1.0846999883651731,1.086400032043457,1.086400032043457,0.0,-0.009391740199174214
AUD=X,2010-01-07,1.0865999460220337,1.0911999940872192,1.079699993133545,1.0895999670028689,1.0895999670028689,0.0,0.0029454481452775294
AUD=X,2010-01-08,1.0893000364303589,1.0952999591827393,1.080600023269653,1.0809999704360962,1.0809999704360962,0.0,-0.007892801787089287
AUD=X,2010-01-11,1.0744999647140503,1.0769000053405762,1.0722999572753906,1.075600028038025,1.075600028038025,0.0,-0.004995321503933892
AUD=X,2010-01-12,1.076200008392334,1.0902999639511108,1.0743999481201172,1.086400032043457,1.086400032043457,0.0,0.01004091086268577
AUD=X,2010-01-13,1.0860999822616575,1.0879000425338743,1.0789999961853027,1.0820000171661377,1.0820000171661377,0.0,-0.0040500872123900855
AUD=X,2010-01-14,1.0817999839782717,1.0819000005722046,1.0720000267028809,1.073699951171875,1.073699951171875,0.0,-0.0076710405384293745
AUD=X,2010-01-15,1.0738999843597412,1.0848000049591064,1.0736000537872314,1.083799958229065,1.083799958229065,0.0,0.009406731411477187
AUD=X,2010-01-18,1.0842000246047974,1.0893000364303589,1.0777000188827517,1.0782999992370603,1.0782999992370603,0.0,-0.005074699394703397
AUD=X,2010-01-19,1.0786999464035034,1.0893000364303589,1.0780999660491943,1.083899974822998,1.083899974822998,0.0,0.005193337280812393
AUD=X,2010-01-20,1.083899974822998,1.1018999814987185,1.0822999477386477,1.097100019454956,1.097100019454956,0.0,0.012178286685645023
AUD=X,2010-01-21,1.097100019454956,1.1115000247955322,1.0931999683380127,1.1054999828338623,1.1054999828338623,0.0,0.0076565155682699615
AUD=X,2010-01-22,1.1059000492095947,1.1125999689102173,1.0996999740600586,1.1095999479293823,1.1095999479293823,0.0,0.0037086975659736954
AUD=X,2010-01-25,1.1062999963760376,1.108299970626831,1.0996999740600586,1.1050000190734863,1.1050000190734863,0.0,-0.004145574145420494
AUD=X,2010-01-26,1.1051000356674194,1.118299961090088,1.10099995136261,1.1109000444412231,1.1109000444412231,0.0,0.005339389380901505
