Date,Ticker,Open,High,Low,Close,Adj Close,Volume
2010-01-01,EUR=X,0.6979799866676331,0.6979799866676331,0.694350004196167,0.6949300169944763,0.6949300169944763,0.0
2010-01-02,EUR=X,0.6979799866676331,0.6979799866676331,0.694350004196167,0.6949300169944763,0.6949300169944763,0.0
2010-01-03,EUR=X,0.6979799866676331,0.6979799866676331,0.694350004196167,0.6949300169944763,0.6949300169944763,0.0
2010-01-04,EUR=X,0.6988099813461304,0.7011600136756897,0.6919500231742859,0.6932899951934814,0.6932899951934814,0.0
2010-01-05,EUR=X,0.6931399703025818,0.6967700123786926,0.6904600262641907,0.6960899829864502,0.6960899829864502,0.0
2010-01-06,EUR=X,0.6960899829864502,0.6997299790382385,0.6927800178527832,0.6942499876022339,0.6942499876022339,0.0
2010-01-07,EUR=X,0.6942999958992004,0.6991999745368958,0.6922900080680847,0.698419988155365,0.698419988155365,0.0
2010-01-08,EUR=X,0.6982799768447876,0.7007200121879578,0.6927099823951721,0.6939100027084351,0.6939100027084351,0.0
2010-01-09,EUR=X,0.6982799768447876,0.7007200121879578,0.6927099823951721,0.6939100027084351,0.6939100027084351,0.0
2010-01-10,EUR=X,0.6982799768447876,0.7007200121879578,0.6927099823951721,0.6939100027084351,0.6939100027084351,0.0
2010-01-11,EUR=X,0.6913300156593323,0.6913300156593323,0.6870800256729126,0.6891199946403503,0.6891199946403503,0.0
2010-01-12,EUR=X,0.6892300248146057,0.6915799975395203,0.6875799894332886,0.6907699704170227,0.6907699704170227,0.0
2010-01-13,EUR=X,0.6906999945640564,0.6916300058364868,0.6860100030899048,0.6885200142860413,0.6885200142860413,0.0
2010-01-14,EUR=X,0.688510000705719,0.6914399862289429,0.6871899962425232,0.6896600127220154,0.6896600127220154,0.0
2010-01-15,EUR=X,0.6897000074386597,0.6970700025558472,0.6894599795341492,0.6948800086975098,0.6948800086975098,0.0
